StockCode,Description,Revenue,UnitsSold,CumulativeRevenue,CumulativeRevenuePercent,Category
21417,COCKLE SHELL DISH,1023.9,502,19532796.720000047,95.39066187748305,C
35923,CANDY HEART HANGING DECORATION,1023.77,1545,19533820.490000047,95.3956615761596,C
22247,BUNNY DECORATION MAGIC GARDEN,1022.79,1184,19534843.280000046,95.4006564888933,C
22382,LUNCHBAG SPACEBOY DESIGN ,1022.6,644,19535865.880000047,95.40565047374014,C
85180B,PINK HEARTS LIGHT CHAIN ,1022.16,364,19536888.040000048,95.41064230979632,C
23452,HEART MINI PORTRAIT FRAME,1021.76,518,19537909.80000005,95.41563219240643,C
23153,ZINC SWEETHEART WIRE LETTER RACK,1020.69,263,19538930.49000005,95.42061684954834,C
22717,CARD DOG AND BALL ,1018.42,2405,19539948.910000052,95.42559042088388,C
84985A,SET OF 72 GREEN PAPER DOILIES,1018.13,644,19540967.04000005,95.430562575971,C
20839,FRENCH PAISLEY CUSHION COVER ,1018.11,633,19541985.15000005,95.43553463338583,C
84923,PINK BUTTERFLY HANDBAG W BOBBLES,1017.64,234,19543002.79000005,95.44050439550155,C
21815,STAR  T-LIGHT HOLDER ,1017.63,654,19544020.42000005,95.4454741087811,C
85031C,CURIOUS IMAGES SCRAP BOOK SET,1017.48,481,19545037.90000005,95.4504430895184,C
21814,HEART T-LIGHT HOLDER ,1016.53,670,19546054.43000005,95.45540743082131,C
85099f,JUMBO BAG STRAWBERRY,1016.3599999999999,201,19547070.79000005,95.46037094190963,C
23544,WALL ART MID CENTURY MODERN ,1015.78,164,19548086.570000052,95.46533162050119,C
22049,WRAP CHRISTMAS SCREEN PRINT,1015.75,3500,19549102.320000052,95.47029215258428,C
22420,LIPSTICK PEN BABY PINK,1014.75,2111,19550117.070000052,95.47524780105222,C
84709B,PINK OVAL JEWELLED MIRROR,1014.48,176,19551131.550000053,95.48020213094408,C
20619,TROPICAL PASSPORT COVER ,1014.42,578,19552145.970000055,95.48515616781904,C
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1013.96,1536,19553159.930000056,95.49010795823104,C
20730,STRAWBERRY CANDY BAG,1011.7,2218,19554171.630000055,95.49504871167278,C
23525,WALL ART BUFFALO BILL ,1011.1,334,19555182.730000056,95.49998653494546,C
22681,FRENCH BLUE METAL DOOR SIGN 6,1009.42,737,19556192.150000058,95.50491615374469,C
21084,SET/6 COLLAGE PAPER CUPS,1008.8100000000001,2929,19557200.960000057,95.50984279353867,C
47589,CONGRATULATIONS BUNTING,1008.73,183,19558209.690000057,95.51476904264345,C
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1007.52,3096,19559217.210000057,95.5196893825739,C
23460,SWEETHEART WALL TIDY ,1007.0799999999999,108,19560224.290000055,95.52460757371368,C
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,1006.24,464,19561230.530000053,95.52952166261673,C
22416,36 DOILIES SPACEBOY DESIGN ,1005.37,709,19562235.900000054,95.53443150277462,C
21836,GINGHAM OVEN GLOVE RED HEART ,1003.89,249,19563239.790000055,95.5393341151821,C
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1000.44,2501,19564240.230000056,95.54421987911735,C
21427,SKULLS STORAGE BOX SMALL,999.06,507,19565239.290000055,95.54909890366366,C
23533,WALL ART GARDEN HAVEN ,998.64,215,19566237.930000056,95.55397587709163,C
21127,COLOURFUL FISHING GNOME,998.03,297,19567235.960000057,95.55884987151437,C
21250,SET OF SKULL WALL STICKERS,997.5500000000001,402,19568233.510000058,95.56372152180184,C
23517,EMBROIDERED RIBBON REEL REBECCA ,996.38,334,19569229.890000056,95.56858745825957,C
20705,MRS ROBOT SOFT TOY,996.19,273,19570226.080000058,95.57345246683045,C
23131,MISELTOE HEART WREATH CREAM,996.0,240,19571222.080000058,95.57831654751443,C
20782,CAMOUFLAGE EAR MUFF HEADPHONES,995.48,155,19572217.56000006,95.58317808871854,C
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,993.03,543,19573210.59000006,95.58802766506555,C
20617,FIRST CLASS PASSPORT COVER ,992.99,498,19574203.580000058,95.59287704606795,C
72484,ROSES IN WHITE HEART CANDLE ,991.38,1818,19575194.960000057,95.59771856444995,C
21690,SILVER  CANDLEPOT JARDIN ,990.84,258,19576185.800000057,95.60255744567979,C
21721,CANDY SHOP  STICKER SHEET,990.5,1090,19577176.300000057,95.60739466648049,C
84964B,BLUE PAINTED KASHMIRI TABLE ,990.0,17,19578166.300000057,95.6122294454736,C
21335,LIBRARY LAMP,989.62,42,19579155.920000058,95.61706236869297,C
84660C,PINK STITCHED WALL CLOCK,987.98,725,19580143.900000058,95.6218872827835,C
23281,FOLDING BUTTERFLY MIRROR RED  ,985.8800000000001,1262,19581129.780000057,95.62670194128222,C
21636,MADRAS NOTEBOOK MEDIUM,985.74,1014,19582115.520000055,95.63151591607482,C
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",985.5699999999999,896,19583101.090000056,95.63632906065284,C
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,985.54,96,19584086.630000055,95.64114205872242,C
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,985.4,570,19585072.030000053,95.64595437308586,C
35958,FOLKART ZINC STAR CHRISTMAS DEC,984.63,1131,19586056.660000052,95.65076292706564,C
17021,NAMASTE SWAGAT INCENSE,984.24,3720,19587040.90000005,95.65556957643552,C
35653,VINTAGE BEAD NOTEBOOK,982.5300000000001,311,19588023.43000005,95.66036787482352,C
85019B,BLOSSOM  IMAGES NOTEBOOK SET,982.47,718,19589005.90000005,95.66516588019459,C
23518,EMBROIDERED RIBBON REEL RACHEL ,980.41,361,19589986.31000005,95.66995382531847,C
84030e,ENGLISH ROSE HOT WATER BOTTLE,979.4000000000001,120,19590965.71000005,95.67473683799106,C
22108,PING! MICROWAVE PLATE,978.74,313,19591944.450000048,95.67951662747764,C
82616B,FRAPPUCINO SCARF KNITTING KIT,977.5500000000001,606,19592922.00000005,95.68429060546221,C
23514,EMBROIDERED RIBBON REEL SALLY ,977.39,478,19593899.39000005,95.68906380206835,C
21208,PASTEL COLOUR HONEYCOMB FAN,976.91,1078,19594876.30000005,95.69383465453923,C
23512,EMBROIDERED RIBBON REEL ROSIE,975.24,500,19595851.540000048,95.69859735137281,C
35599B,BLACK CHRISTMAS TREE 120CM,974.81,268,19596826.350000046,95.70335794825188,C
22310,KNITTED MUG COSY IVORY COLOUR ,973.59,597,19597799.940000046,95.70811258712048,C
84873a,FUNKY FLOWER PICNIC BAG FOR 4,973.36,88,19598773.300000045,95.71286610275757,C
71279,PINK GLASS CANDLEHOLDER,972.1100000000001,293,19599745.410000045,95.71761351387576,C
84800L,LARGE WHITE/PINK ROSE ART FLOWER,970.7900000000001,650,19600716.200000044,95.72235447862195,C
21562,HAWAIIAN GRASS SKIRT ,970.2800000000001,678,19601686.480000045,95.72709295272442,C
85018D,YULETIDE IMAGES S/6 PAPER BOXES,969.9,787,19602656.380000044,95.73182957105313,C
78124,MAGAZINE RACK GEBRA ASSORTED ,969.61,730,19603625.990000043,95.73656477313345,C
22104,MIRROR MOSAIC CANDLE PLATE,968.0799999999999,1187,19604594.07000004,95.74129250328258,C
85189,HANGING BUTTERFLY  EGG,967.9499999999999,1176,19605562.02000004,95.74601959856176,C
23183,MOTHER'S KITCHEN SPOON REST ,967.17,226,19606529.190000042,95.75074288462115,C
21299,EDWARDIAN TOILET ROLL UNIT ,966.35,166,19607495.540000044,95.7554621661161,C
20830,SILVER PHOTO FRAME,964.61,407,19608460.150000043,95.76017295012069,C
90175A,WHITE GLASS CHUNKY CHARM BRACELET,964.45,107,19609424.600000042,95.76488295274686,C
20773,BLUE PAISLEY NOTEBOOK,963.98,3339,19610388.580000043,95.76959066007392,C
23107,WHITE HEARTS WIRE PLANT POT HOLDER,963.27,343,19611351.850000042,95.77429490003422,C
20774,GREEN FERN NOTEBOOK,962.48,3484,19612314.330000043,95.77899528193856,C
22682,FRENCH BLUE METAL DOOR SIGN 7,961.81,723,19613276.14000004,95.78369239182075,C
21691,SILVER VANILLA FLOWER CANDLE POT,960.99,249,19614237.13000004,95.78838549713852,C
85197,SET OF 12 MINI BUNNIES IN A BUCKET,959.46,1669,19615196.59000004,95.79307113052514,C
85130D,BEADED CRYSTAL HEART PINK LARGE,958.85,788,19616155.440000042,95.7977537849065,C
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,957.73,445,19617113.170000043,95.8024309696389,C
21805,WHITE CHRISTMAS TREE DECORATION ,957.63,2221,19618070.80000004,95.80710766600978,C
22994,TRAVEL CARD WALLET RETROSPOT,956.94,2194,19619027.740000043,95.81178099268624,C
84360,TABLE LAMP WHITE SHADE WOOD BASE,956.89,179,19619984.630000044,95.81645407518192,C
22512,DOORSTOP RACING CAR DESIGN,956.1700000000001,384,19620940.800000045,95.8211236414747,C
23529,WALL ART DOLLY GIRL ,956.0500000000002,319,19621896.850000046,95.82579262173367,C
22246,MAGIC GARDEN FELT GARLAND ,955.5899999999999,425,19622852.440000046,95.83045935552967,C
23380,PACK OF 12 VINTAGE DOILY TISSUES,955.42,2272,19623807.860000048,95.83512525911108,C
84664,CHERRY BLOSSOM BATHROOM CABINET,955.35,193,19624763.21000005,95.83979082083945,C
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,954.15,2907,19625717.360000048,95.84445052222964,C
20758,ABSTRACT CIRCLES POCKET BOOK,953.42,5425,19626670.78000005,95.84910665858078,C
85032B,BLOSSOM IMAGES GIFT WRAP SET,953.34,982,19627624.12000005,95.85376240424269,C
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,953.0,262,19628577.12000005,95.85841648947546,C
22119, PEACE WOODEN BLOCK LETTERS,952.74,137,19629529.860000048,95.86306930496829,C
21060,PARTY INVITES BALLOON GIRL,952.55,1276,19630482.41000005,95.86772119257424,C
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,952.51,737,19631434.92000005,95.8723728848356,C
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,950.4,856,19632385.32000005,95.87701427266899,C
21129,SILVER FISHING GNOME ,949.44,124,19633334.76000005,95.88165097223185,C
37492B,BLUE YELLOW FLOWER PIGGY BANK,946.72,489,19634281.48000005,95.8862743883615,C
21331,MOROCCAN BEATEN METAL DISH LARGE,946.68,110,19635228.16000005,95.89089760914656,C
85032C,CURIOUS IMAGES GIFT WRAP SET,946.59,886,19636174.75000005,95.89552039040625,C
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,946.31,1666,19637121.060000047,95.90014180425369,C
22939,ADULT APRON APPLE DELIGHT,945.88,184,19638066.940000046,95.90476111814664,C
20778,GARDEN PATH NOTEBOOK ,944.36,3611,19639011.300000045,95.90937300894456,C
22986,WRAP GINGHAM ROSE ,943.92,2276,19639955.220000047,95.9139827509518,C
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,943.71,2341,19640898.930000048,95.91859146739989,C
85031A,ROMANTIC IMAGES SCRAP BOOK SET,943.44,477,19641842.37000005,95.92319886527189,C
22143,CHRISTMAS CRAFT HEART DECORATIONS,942.88,446,19642785.25000005,95.92780352831939,C
20998,ROSE DU SUD OVEN GLOVE,942.2600000000001,324,19643727.51000005,95.93240516352552,C
22096,PINK PAISLEY SQUARE TISSUE BOX ,938.86,1667,19644666.37000005,95.93699019444014,C
85124B,BLUE JUICY FRUIT PHOTO FRAME,938.47,353,19645604.84000005,95.94157332074485,C
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,937.4499999999999,93,19646542.290000048,95.94615146576211,C
84817,DANISH ROSE DECORATIVE PLATE,937.44,1059,19647479.73000005,95.95072956194325,C
84905,PINK BUTTERFLY CUSHION COVER ,937.09,259,19648416.82000005,95.95530594885906,C
23178,JAM CLOCK MAGNET,936.89,327,19649353.71000005,95.95988135905186,C
85121B,RETRO LAUNDRY TUB PINK,936.74,86,19650290.450000048,95.96445603670237,C
23540,WALL ART THE MAGIC FOREST ,933.16,148,19651223.610000048,95.96901323101066,C
85226A,WHITE/BLUE PULL BACK RACING CAR,933.07,1714,19652156.680000048,95.97356998579362,C
47504E,ENGLISH ROSE SCISSORS,931.86,4387,19653088.540000048,95.97812083140222,C
21726,MULTI HEARTS  STICKERS,930.99,1077,19654019.530000046,95.98266742826566,C
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324,19654950.010000046,95.98721153448537,C
21720,CAKE SHOP  STICKER SHEET,929.81,1068,19655879.820000045,95.99175236868292,C
21880,RED RETROSPOT TAPE,928.9000000000001,2000,19656808.720000044,95.9962887587907,C
21014,SWISS CHALET TREE DECORATION ,928.0899999999999,1850,19657736.810000043,96.00082119317022,C
20831,GOLD PHOTO FRAME,927.96,474,19658664.770000044,96.00535299267978,C
20775,DAISY NOTEBOOK ,926.54,3604,19659591.310000043,96.00987785745582,C
84918,CREAM CUSHION COVER WITH FLOWERS,925.62,198,19660516.930000044,96.01439822930593,C
23099,FRENCH CARRIAGE LANTERN,925.35,137,19661442.280000046,96.01891728257996,C
21284,RETROSPOT CANDLE  SMALL,923.97,1139,19662366.250000045,96.02342959646508,C
23527,ANIMALS AND NATURE WALL ART,923.97,267,19663290.220000044,96.0279419103502,C
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,923.72,663,19664213.940000042,96.03245300333153,C
84341B,SMALL PINK MAGIC CHRISTMAS TREE,922.18,1757,19665136.120000042,96.03695657554555,C
22703,PINK CAT BOWL,921.81,513,19666057.93000004,96.04145834082195,C
22268,EASTER DECORATION SITTING BUNNY,921.75,1074,19666979.68000004,96.04595981308145,C
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,919.8,187,19667899.48000004,96.05045176229142,C
22647,CERAMIC LOVE HEART MONEY BANK,919.63,1058,19668819.11000004,96.0549428812868,C
85121C,RETRO LAUNDRY TUB PISTACHIO,918.91,98,19669738.02000004,96.0594304840793,C
72529W,WHITE ADVENT CANDLE,918.75,464,19670656.77000004,96.06391730549338,C
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,918.6800000000001,2636,19671575.45000004,96.06840378505439,C
72045D,ROSES ON BLUE TEACUP CANDLE ,918.65,539,19672494.10000004,96.07289011810693,C
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,918.49,1073,19673412.590000037,96.07737566978105,C
85130B,BEADED CRYSTAL HEART GREEN LARGE,918.33,911,19674330.920000035,96.08186044007675,C
84600,NEW BAROQUE JEWELLERY BOX ,918.27,108,19675249.190000035,96.08634491735555,C
21264,WHITE GOOSE FEATHER TREE 60CM ,917.8499999999999,391,19676167.040000036,96.090827343516,C
84907,PINK YELLOW PATCH CUSHION COVER,916.83,383,19677083.870000035,96.09530478838897,C
23338,EGG FRYING PAN RED ,915.4000000000001,431,19677999.270000033,96.0997752496923,C
22683,FRENCH BLUE METAL DOOR SIGN 8,915.3,673,19678914.570000034,96.10424522263412,C
85019A,ROMANTIC IMAGES NOTEBOOK SET,915.04,647,19679829.610000033,96.108713925836,C
21007,ETCHED GLASS DROPLET DECORATION,914.67,1927,19680744.280000035,96.11318082210029,C
23002,TRAVEL CARD WALLET SKULLS,914.37,2119,19681658.650000036,96.11764625328001,C
21320,GLASS CHALICE GREEN  LARGE ,913.34,398,19682571.990000036,96.12210665433616,C
79030G,"TUMBLER, NEW ENGLAND",911.76,490,19683483.750000037,96.12655933928038,C
22707,WRAP MONSTER FUN ,905.94,2157,19684389.69000004,96.13098360158445,C
46000P,POLYESTER FILLER PAD 65CMx65CM,905.25,213,19685294.94000004,96.13540449419406,C
46776C,WOVEN FROST CUSHION COVER,905.1,258,19686200.04000004,96.13982465426142,C
48173c,DOORMAT BLACK FLOCK ,904.97,54,19687105.01000004,96.1442441794588,C
22288,"DECORATION , HANGING METAL RABBIT",904.02,834,19688009.03000004,96.14865906522178,C
23004,TRAVEL CARD WALLET PANTRY,903.16,2002,19688912.19000004,96.15306975107573,C
21444,BLUE CHALET BIRDFEEDER,902.0300000000001,291,19689814.22000004,96.15747491844459,C
23532,WALL ART WORK REST AND PLAY  ,901.58,210,19690715.800000038,96.16187788818662,C
22248,DECORATION  PINK CHICK MAGIC GARDEN,901.5,1013,19691617.300000038,96.16628046723945,C
21318,GLASS CHALICE BLUE SMALL ,900.42,972,19692517.72000004,96.17067777198793,C
21480,PINK STRIPE HOT WATER BOTTLE,899.5200000000001,285,19693417.24000004,96.17507068148277,C
84660B,BLACK STITCHED WALL CLOCK,899.48,745,19694316.72000004,96.179463395633,C
84820,DANISH ROSE TRINKET TRAYS,899.37,323,19695216.09000004,96.18385557258556,C
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,898.7199999999999,314,19696114.81000004,96.18824457518829,C
17109B,FLOWER FAIRY INCENSE LAVENDER,896.3399999999999,4542,19697011.15000004,96.19262195478696,C
20941,FROG CANDLE,896.28,998,19697907.43000004,96.19699904136874,C
85031B,BLOSSOM IMAGES SCRAP BOOK SET,896.09,496,19698803.52000004,96.20137520006364,C
84760L,LARGE HANGING GLASS+ZINC LANTERN,896.0,560,19699699.52000004,96.20575091923315,C
22936,BAKING MOULD ROSE WHITE CHOCOLATE,895.97,279,19700595.49000004,96.21012649189423,C
23472, NINE DRAWER OFFICE TIDY,894.42,58,19701489.91000004,96.21449449495184,C
21676,FLOWERS  STICKERS,893.7199999999999,1193,19702383.63000004,96.21885907947883,C
85049e,SCANDINAVIAN REDS RIBBONS,893.25,268,19703276.88000004,96.22322136870672,C
84666,SQUARE CHERRY BLOSSOM CABINET,892.7,226,19704169.58000004,96.22758097194625,C
20759,CHRYSANTHEMUM POCKET BOOK ,891.13,5777,19705060.71000004,96.23193290791004,C
20757,RED DAISY POCKET BOOK ,890.7,5347,19705951.410000037,96.23628274391929,C
17129F,BLUE GLASS GEMS IN BAG,890.12,911,19706841.53000004,96.24062974743177,C
85194S,HANGING SPRING FLOWER EGG SMALL,889.46,1760,19707730.99000004,96.24497352775828,C
21220,SET/4 BADGES DOGS,888.68,659,19708619.67000004,96.24931349886494,C
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,888.55,712,19709508.22000004,96.25365283510165,C
21724,PANDA AND BUNNIES STICKER SHEET,888.3399999999999,996,19710396.56000004,96.25799114577916,C
85214,TUB 24 PINK FLOWER PEGS,886.23,514,19711282.79000004,96.26231915202872,C
23528,SPACEBOY WALL ART,885.9000000000001,306,19712168.69000004,96.2666455466853,C
84086C,PINK/PURPLE RETRO RADIO,884.75,297,19713053.44000004,96.27096632518445,C
20991,JAZZ HEARTS MAGNETIC MEMO PAD,884.5600000000002,7084,19713938.000000037,96.27528617579671,C
22164,STRING OF STARS CARD HOLDER,883.2200000000001,315,19714821.220000036,96.2795994823647,C
23502,PLAYING CARDS VINTAGE DOILY ,880.16,701,19715701.380000036,96.28389784507033,C
84974,S/2 ZINC HEART DESIGN PLANTERS,879.55,89,19716580.930000037,96.28819322877074,C
72799A,BLACK PILLAR CANDLE SILVER FLOCK,877.8000000000001,612,19717458.730000038,96.29248006614463,C
23423,PANTRY 3 HOOK ROLLING PIN HANGER,876.9,219,19718335.630000036,96.2967625082649,C
21062,PARTY INVITES SPACEMAN,875.87,1053,19719211.500000037,96.30103992026157,C
35598B,BLACK CHRISTMAS TREE 60CM,874.65,931,19720086.150000036,96.30531137424776,C
90200C,BLUE SWEETHEART BRACELET,874.63,206,19720960.780000035,96.30958273056164,C
20803,SMALL PINK GLASS SUNDAE DISH,874.46,1149,19721835.240000036,96.31385325666096,C
21270,ANTIQUE CREAM CUTLERY CUPBOARD,874.43,76,19722709.670000035,96.31812363625183,C
22896,PEG BAG APPLE DESIGN,874.35,387,19723584.020000037,96.32239362515348,C
22201,FRYING PAN BLUE POLKADOT,874.02,229,19724458.040000036,96.32666200246213,C
90200E,GREEN SWEETHEART BRACELET,873.97,209,19725332.010000035,96.33093013559002,C
21338,MARAKESH LANTERN SMALL ,873.25,199,19726205.260000035,96.33519475251501,C
84925F,PSYCHEDELIC WALL THERMOMETER,873.11,714,19727078.370000035,96.33945868573389,C
85165,CANDY PINK FRENCH BOUDOIR CLOCK,872.76,90,19727951.130000036,96.34372090968746,C
23479,WIRE EGG BASKET ,872.38,113,19728823.510000035,96.34798127786726,C
21293,MIRRORED DOVE WALL DECORATION,872.34,343,19729695.850000035,96.35224145070246,C
21414,SCALLOP SHELL SOAP DISH,870.89,1637,19730566.740000036,96.35649454229572,C
21147,JINGLE BELLS TREE DECORATION,870.48,477,19731437.220000036,96.36074563160678,C
21392,RED SPOTTY PUDDING BOWL,869.23,3828,19732306.450000037,96.36499061639888,C
23220,REINDEER HEART DECORATION GOLD,869.1500000000001,993,19733175.600000035,96.36923521050177,C
84826,ASSTD DESIGN 3D PAPER STICKERS,869.08,1734,19734044.680000033,96.3734794627516,C
17033,"BROCADE PURSE,SMALL ARCH BUTTON",867.8399999999999,3280,19734912.520000033,96.37771765931865,C
22322,BIRD DECORATION GREEN POLKADOT,867.59,939,19735780.110000033,96.38195463498192,C
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,867.4499999999999,721,19736647.560000032,96.38619092693908,C
20658,RED RETROSPOT LUGGAGE TAG,866.06,584,19737513.62000003,96.39042043067117,C
23545,WRAP RED VINTAGE DOILY,866.0,2100,19738379.62000003,96.39464964138637,C
21398,RED POLKADOT COFFEE  MUG,864.11,1585,19739243.73000003,96.39886962206893,C
85166B,BLACK METAL BAROQUE PHOTO FRAME,864.1,510,19740107.83000003,96.40308955391535,C
85161,ACRYLIC GEOMETRIC LAMP,863.85,51,19740971.680000033,96.40730826485799,C
21255,"FRENCH BOTTLE , LAVENDER",860.08,476,19741831.76000003,96.41150856457152,C
84632,DECORATIVE HANGING SHELVING UNIT,859.25,15,19742691.01000003,96.41570481088448,C
21185, HOME SWEET HOME  BLACKBOARD,857.24,129,19743548.25000003,96.41989124113101,C
22486,PLASMATRONIC LAMP,856.4,104,19744404.65000003,96.4240735691408,C
84660A,WHITE STITCHED WALL CLOCK,855.26,860,19745259.91000003,96.42825032982935,C
21635,MADRAS NOTEBOOK LARGE ,855.24,398,19746115.15000003,96.43242699284558,C
84578,ELEPHANT TOY WITH BLUE T-SHIRT,854.91,222,19746970.06000003,96.43660204426881,C
21478,SILVER SKULL HOT WATER BOTTLE ,854.23,204,19747824.29000003,96.44077377483377,C
23525,BUFFALO BILL WALL ART ,852.72,248,19748677.010000028,96.44493813113984,C
20756,GREEN FERN POCKET BOOK,851.5600000000001,5728,19749528.570000026,96.44909682245233,C
35954,SMALL FOLKART STAR CHRISTMAS DEC,850.49,2181,19750379.060000025,96.45325028829662,C
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,849.91,183,19751228.970000025,96.45740092164414,C
21458,2 PICTURE BOOK EGGS EASTER BUNNY,849.24,768,19752078.210000023,96.4615482829695,C
20897,VINTAGE NOTEBOOK PARIS DAYS,848.7,351,19752926.910000023,96.46569300714269,C
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,848.41,204,19753775.320000023,96.4698363150675,C
22547,MINI JIGSAW DINOSAUR ,846.82,1980,19754622.140000023,96.47397185804421,C
22229,BUNNY WOODEN PAINTED WITH FLOWER ,845.3,1007,19755467.440000024,96.47809997792591,C
22820,GIFT BAG BIRTHDAY,845.13,1353,19756312.570000023,96.48222726759303,C
90161C,ANT COPPER LIME BOUDICCA BRACELET,843.91,169,19757156.480000023,96.48634859924968,C
37423,WHITE WITH BLACK CATS PLATE,843.88,6168,19758000.36000002,96.49046978439787,C
20936,FORKED CACTUS CANDLE,843.3900000000001,333,19758843.750000022,96.49458857657464,C
21300,ANTIQUE EDWARDIAN DRESSER,841.7,53,19759685.45000002,96.49869911544182,C
21128,GOLD FISHING GNOME,841.63,126,19760527.08000002,96.50280931245594,C
23564,EGG CUP MILKMAID INGRID,841.31,644,19761368.39000002,96.50691794671322,C
84782A,PINK 3 TIER GLASS PLATE STAND,840.45,119,19762208.84000002,96.51102238106145,C
23551,PACK OF 12 PAISLEY PARK TISSUES ,839.8399999999999,1840,19763048.68000002,96.51512383640446,C
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,838.3499999999999,1039,19763887.03000002,96.51921801516092,C
17039,INLAID WOOD INCENSE HOLDER,837.88,3707,19764724.91000002,96.52330989861824,C
84762B,PINK PICNIC BARBECUE BUCKET,837.77,113,19765562.68000002,96.5274012448779,C
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,837.6,165,19766400.28000002,96.53149176092299,C
84997a,CHILDRENS CUTLERY POLKADOT GREEN ,837.29,101,19767237.57000002,96.53558076304738,C
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",837.23,1285,19768074.80000002,96.53966947215487,C
40018E,TEA TIME PAPER LANTERNS,837.02,384,19768911.82000002,96.54375715570318,C
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,836.94,420,19769748.76000002,96.54784444856226,C
47563A,RETRO LONGBOARD IRONING BOARD COVER,836.62,343,19770585.38000002,96.55193017866452,C
47367B,PAIR PADDED HANGERS PINK CHECK,834.95,242,19771420.33000002,96.55600775312946,C
22785,SQUARECUSHION COVER PINK UNION FLAG,833.8199999999999,119,19772254.15000002,96.5600798091093,C
21286,RETROSPOT CANDLE  LARGE,833.75,711,19773087.90000002,96.56415152323609,C
84849A,HELLO SAILOR BLUE SOAP HOLDER,833.57,470,19773921.47000002,96.56822235831214,C
23523,TREASURE AHOY WALL ART,833.46,270,19774754.930000022,96.57229265619053,C
20776,ABSTRACT CIRCLES NOTEBOOK,832.66,3258,19775587.590000022,96.57635904717681,C
85196,EASTER BUNNIES ON A STICK,831.04,1564,19776418.63000002,96.58041752670654,C
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,829.18,111,19777247.81000002,96.58446692271211,C
85213,MINI  ZINC GARDEN DECORATIONS ,828.9999999999999,1378,19778076.81000002,96.58851543966695,C
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,827.3000000000001,267,19778904.11000002,96.59255565447606,C
23017,APOTHECARY MEASURING JAR,826.28,67,19779730.390000023,96.5965908879977,C
85188A,GREEN METAL SWINGING BUNNY,824.9699999999999,944,19780555.36000002,96.60061972398351,C
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,824.95,169,19781380.31000002,96.60464846229702,C
79342B,BROWN FLOWER LIGHTS,824.9499999999999,119,19782205.26000002,96.60867720061053,C
21654,RIDGED GLASS FINGER BOWL,820.2099999999999,1183,19783025.47000002,96.61268279058825,C
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",820.01,770,19783845.480000023,96.61668740384295,C
23186,FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,19784664.940000024,96.62068933110932,C
22685,FRENCH BLUE METAL DOOR SIGN 0,818.33,621,19785483.270000022,96.62468573989057,C
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,817.6,134,19786300.870000023,96.62867858363276,C
85187,S/12 MINI RABBIT EASTER,816.48,479,19787117.350000024,96.632665957726,C
21719,LOVELY BONBON STICKER SHEET,813.14,906,19787930.490000024,96.63663702054465,C
20833,SHAKER THROW  QUILTED,811.8,52,19788742.290000025,96.64060153931902,C
21374,MIRRORED WALL ART SKULLS,809.67,470,19789551.960000027,96.64455565599313,C
85145,JARDIN ETCHED GLASS LARGE BELL JAR,809.05,91,19790361.010000028,96.64850674482584,C
20769,DAISY JOURNAL ,808.8100000000001,438,19791169.820000026,96.6524566615909,C
47594B,SCOTTIES DESIGN WASHBAG,808.39,408,19791978.210000027,96.65640452723763,C
84922,PINK BUTTERFLY WASHBAG,808.22,342,19792786.430000026,96.66035156266976,C
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,19793594.590000026,96.66429830508498,C
